Next.js,Frontend,TECHNICAL,MEDIUM,Explain the difference between getStaticProps and getServerSideProps.
Next.js,Frontend,TECHNICAL,MEDIUM,What is Incremental Static Regeneration (ISR)?
Next.js,Frontend,TECHNICAL,MEDIUM,How does dynamic routing work in Next.js?
Next.js,Frontend,TECHNICAL,MEDIUM,What is getStaticPaths and when is it used?
Next.js,Frontend,TECHNICAL,MEDIUM,What are the benefits of using Next.js Image component?
Next.js,Frontend,TECHNICAL,MEDIUM,How do you implement authentication in Next.js?
Next.js,Frontend,TECHNICAL,MEDIUM,What is middleware in Next.js?
Next.js,Frontend,TECHNICAL,MEDIUM,How do you handle environment variables in Next.js?
Next.js,Frontend,TECHNICAL,MEDIUM,What is the App Router vs Pages Router in Next.js 13+?
Next.js,Frontend,TECHNICAL,MEDIUM,What are Server Components in Next.js 13?
Next.js,Frontend,TECHNICAL,MEDIUM,What are Client Components and how do you use them?
Next.js,Frontend,TECHNICAL,MEDIUM,How do you optimize performance in Next.js applications?
Next.js,Frontend,TECHNICAL,MEDIUM,What is code splitting in Next.js?
Next.js,Frontend,TECHNICAL,MEDIUM,How do you implement SEO in Next.js?
Next.js,Frontend,TECHNICAL,MEDIUM,What is the Head component used for?
Next.js,Frontend,TECHNICAL,MEDIUM,How do you handle redirects and rewrites in Next.js?
Next.js,Frontend,TECHNICAL,MEDIUM,What are catch-all routes in Next.js?
Next.js,Frontend,TECHNICAL,MEDIUM,How do you deploy a Next.js application?
Next.js,Frontend,TECHNICAL,MEDIUM,What is the difference between client-side and server-side data fetching?
Next.js,Frontend,TECHNICAL,MEDIUM,How do you handle loading states in Next.js?
Next.js,Frontend,TECHNICAL,HARD,Explain the Next.js rendering strategies and when to use each.
Next.js,Frontend,TECHNICAL,HARD,How does Next.js handle automatic code splitting?
Next.js,Frontend,TECHNICAL,HARD,What is the difference between shallow routing and normal routing?
Next.js,Frontend,TECHNICAL,HARD,How would you implement internationalization (i18n) in Next.js?
Next.js,Frontend,TECHNICAL,HARD,Explain the caching strategies in Next.js 13+ App Router.
Next.js,Frontend,TECHNICAL,HARD,How do Server Actions work in Next.js?
Next.js,Frontend,TECHNICAL,HARD,What are the performance implications of using SSR vs SSG vs ISR?
Next.js,Frontend,TECHNICAL,HARD,How would you implement streaming SSR in Next.js?
Next.js,Frontend,TECHNICAL,HARD,Explain the data fetching patterns in App Router with fetch caching.
Next.js,Frontend,TECHNICAL,HARD,How do you implement parallel routes and intercepting routes?
Next.js,Frontend,TECHNICAL,HARD,What are route groups and how do you use them?
Next.js,Frontend,TECHNICAL,HARD,How would you optimize bundle size in a large Next.js application?
Next.js,Frontend,TECHNICAL,HARD,Explain the difference between layouts and templates in App Router.
Next.js,Frontend,TECHNICAL,HARD,How do you implement edge functions in Next.js?
Next.js,Frontend,TECHNICAL,HARD,What are the best practices for managing state in Next.js applications?
Next.js,Frontend,CODING,EASY,Create a basic Next.js page component that displays Hello World.
Next.js,Frontend,CODING,EASY,Build a navigation component using the Link component.
Next.js,Frontend,CODING,EASY,Create a page with dynamic routing using [id].
Next.js,Frontend,CODING,EASY,Build a static page that fetches data using getStaticProps.
Next.js,Frontend,CODING,EASY,Create an API route that returns JSON data.
Next.js,Frontend,CODING,EASY,Build a page with custom CSS modules.
Next.js,Frontend,CODING,EASY,Create a layout component that wraps all pages.
Next.js,Frontend,CODING,EASY,Build a page using the Next.js Image component.
Next.js,Frontend,CODING,EASY,Create a simple form with client-side handling.
Next.js,Frontend,CODING,EASY,Build a 404 custom error page.
Next.js,Frontend,CODING,MEDIUM,Build a blog with static generation using getStaticProps and getStaticPaths.
Next.js,Frontend,CODING,MEDIUM,Create a dynamic product page with ISR.
Next.js,Frontend,CODING,MEDIUM,Implement a search functionality with API routes.
Next.js,Frontend,CODING,MEDIUM,Build an authentication system with NextAuth.js.
Next.js,Frontend,CODING,MEDIUM,Create a dashboard with server-side rendering.
Next.js,Frontend,CODING,MEDIUM,Implement middleware for authentication checking.
Next.js,Frontend,CODING,MEDIUM,Build a multi-language website with i18n support.
Next.js,Frontend,CODING,MEDIUM,Create a contact form that sends data to an API route.
Next.js,Frontend,CODING,MEDIUM,Implement pagination for a list of items.
Next.js,Frontend,CODING,MEDIUM,Build a image gallery with optimized images.
Next.js,Frontend,CODING,MEDIUM,Create a protected route system with redirects.
Next.js,Frontend,CODING,MEDIUM,Implement client-side data fetching with SWR.
Next.js,Frontend,CODING,MEDIUM,Build a reusable SEO component with next/head.
Next.js,Frontend,CODING,MEDIUM,Create a loading skeleton component.
Next.js,Frontend,CODING,MEDIUM,Implement catch-all routes for a documentation site.
Next.js,Frontend,CODING,HARD,Build a full-stack e-commerce application with cart and checkout.
Next.js,Frontend,CODING,HARD,Create a real-time chat application using Next.js API routes.
Next.js,Frontend,CODING,HARD,Implement a CMS-driven blog with preview mode.
Next.js,Frontend,CODING,HARD,Build a social media dashboard with infinite scroll and ISR.
Next.js,Frontend,CODING,HARD,Create a multi-tenant application with dynamic subdomains.
Next.js,Frontend,CODING,HARD,Implement advanced SEO with dynamic meta tags and JSON-LD.
Next.js,Frontend,CODING,HARD,Build a streaming application with Server Components.
Next.js,Frontend,CODING,HARD,Create a data visualization dashboard with real-time updates.
Next.js,Frontend,CODING,HARD,Implement a complex form wizard with server actions.
Next.js,Frontend,CODING,HARD,Build a file upload system with progress tracking.
Next.js,Frontend,CODING,HARD,Create a search engine with faceted filtering and SSR.
Next.js,Frontend,CODING,HARD,Implement parallel routes for a dashboard layout.
Next.js,Frontend,CODING,HARD,Build a scheduling application with calendar views.
Next.js,Frontend,CODING,HARD,Create a content management system with preview capabilities.
Next.js,Frontend,CODING,HARD,Implement edge middleware for geolocation-based routing.
Next.js,Frontend,HR,EASY,Tell me about yourself and your experience with Next.js.
Next.js,Frontend,HR,EASY,Why did you choose to work with Next.js?
Next.js,Frontend,HR,EASY,What do you find most valuable about Next.js framework?
Next.js,Frontend,HR,EASY,How do you stay updated with Next.js updates and features?
Next.js,Frontend,HR,EASY,Describe a Next.js project you have built.
Next.js,Frontend,HR,EASY,What challenges do you face when working with Next.js?
Next.js,Frontend,HR,EASY,How do you decide between SSR and SSG for a project?
Next.js,Frontend,HR,EASY,What development tools do you use with Next.js?
Next.js,Frontend,HR,EASY,How do you debug Next.js applications?
Next.js,Frontend,HR,EASY,What motivates you as a Next.js developer?
Next.js,Frontend,HR,MEDIUM,Describe a complex Next.js application you architected.
Next.js,Frontend,HR,MEDIUM,How do you optimize Next.js applications for performance?
Next.js,Frontend,HR,MEDIUM,Tell me about migrating a React app to Next.js.
Next.js,Frontend,HR,MEDIUM,How do you handle SEO requirements in Next.js projects?
Next.js,Frontend,HR,MEDIUM,Describe your experience with different rendering strategies.
Next.js,Frontend,HR,MEDIUM,How do you ensure code quality in Next.js applications?
Next.js,Frontend,HR,MEDIUM,Tell me about implementing authentication in Next.js.
Next.js,Frontend,HR,MEDIUM,How do you approach testing Next.js applications?
Next.js,Frontend,HR,MEDIUM,Describe a time you solved a caching issue in Next.js.
Next.js,Frontend,HR,MEDIUM,How do you handle state management in Next.js apps?
Next.js,Frontend,HR,MEDIUM,Tell me about your experience with Next.js API routes.
Next.js,Frontend,HR,MEDIUM,How do you manage environment-specific configurations?
Next.js,Frontend,HR,MEDIUM,Describe integrating a CMS with Next.js.
Next.js,Frontend,HR,MEDIUM,How do you approach responsive design in Next.js?
Next.js,Frontend,HR,MEDIUM,Tell me about deploying Next.js applications to production.
Next.js,Frontend,HR,HARD,Describe architecting a large-scale Next.js application.
Next.js,Frontend,HR,HARD,How would you handle a Next.js app with millions of pages?
Next.js,Frontend,HR,HARD,Tell me about optimizing Core Web Vitals in Next.js.
Next.js,Frontend,HR,HARD,How do you implement a scalable monorepo with Next.js?
Next.js,Frontend,HR,HARD,Describe handling complex data fetching patterns at scale.
Next.js,Frontend,HR,HARD,How would you implement a multi-region deployment strategy?
Next.js,Frontend,HR,HARD,Tell me about establishing Next.js best practices for a team.
Next.js,Frontend,HR,HARD,How do you handle version upgrades in production Next.js apps?
Next.js,Frontend,HR,HARD,Describe implementing advanced caching strategies.
Next.js,Frontend,HR,HARD,How would you lead a team transitioning to Next.js 13+ App Router?
domain_name,category_name,test_type,difficulty,question_text
Svelte,Frontend,TECHNICAL,EASY,What is Svelte and how is it different from React or Vue?
Svelte,Frontend,TECHNICAL,EASY,What is a Svelte component?
Svelte,Frontend,TECHNICAL,EASY,How do you declare reactive variables in Svelte?
Svelte,Frontend,TECHNICAL,EASY,What is the script tag used for in Svelte?
Svelte,Frontend,TECHNICAL,EASY,How do you bind data to HTML elements in Svelte?
Svelte,Frontend,TECHNICAL,EASY,What is two-way binding in Svelte?
Svelte,Frontend,TECHNICAL,EASY,How do you handle events in Svelte?
Svelte,Frontend,TECHNICAL,EASY,What are props in Svelte?
Svelte,Frontend,TECHNICAL,EASY,How do you iterate over lists in Svelte?
Svelte,Frontend,TECHNICAL,EASY,What is conditional rendering in Svelte?
Svelte,Frontend,TECHNICAL,EASY,How do you apply styles in Svelte components?
Svelte,Frontend,TECHNICAL,EASY,What is the each block in Svelte?
Svelte,Frontend,TECHNICAL,EASY,What is the if block in Svelte?
Svelte,Frontend,TECHNICAL,EASY,How do you import components in Svelte?
Svelte,Frontend,TECHNICAL,EASY,What is SvelteKit?
Svelte,Frontend,TECHNICAL,MEDIUM,Explain reactive declarations using the $ label in Svelte.
Svelte,Frontend,TECHNICAL,MEDIUM,What are Svelte stores and when would you use them?
Svelte,Frontend,TECHNICAL,MEDIUM,What is the difference between writable readable and derived stores?
Svelte,Frontend,TECHNICAL,MEDIUM,How does Svelte achieve reactivity without a virtual DOM?
Svelte,Frontend,TECHNICAL,MEDIUM,What are component lifecycle methods in Svelte?
Svelte,Frontend,TECHNICAL,MEDIUM,What is the purpose of onMount and onDestroy?
Svelte,Frontend,TECHNICAL,MEDIUM,How do you create custom events in Svelte?
Svelte,Frontend,TECHNICAL,MEDIUM,What are slots in Svelte?
Svelte,Frontend,TECHNICAL,MEDIUM,What are named slots and how do you use them?
Svelte,Frontend,TECHNICAL,MEDIUM,How do you handle forms in Svelte?
Svelte,Frontend,TECHNICAL,MEDIUM,What is context API in Svelte?
Svelte,Frontend,TECHNICAL,MEDIUM,How do you bind component instances in Svelte?
Svelte,Frontend,TECHNICAL,MEDIUM,What are actions in Svelte?
Svelte,Frontend,TECHNICAL,MEDIUM,How do you implement transitions in Svelte?
Svelte,Frontend,TECHNICAL,MEDIUM,What are animations in Svelte?
Svelte,Frontend,TECHNICAL,MEDIUM,How does CSS scoping work in Svelte?
Svelte,Frontend,TECHNICAL,MEDIUM,What is the await block in Svelte?
Svelte,Frontend,TECHNICAL,MEDIUM,How do you optimize Svelte applications?
Svelte,Frontend,TECHNICAL,MEDIUM,What is the tick function in Svelte?
Svelte,Frontend,TECHNICAL,MEDIUM,How does Svelte handle reactivity with objects and arrays?
Svelte,Frontend,TECHNICAL,HARD,Explain how Svelte compiler works and transforms code.
Svelte,Frontend,TECHNICAL,HARD,What are the performance advantages of Svelte's compile-time approach?
Svelte,Frontend,TECHNICAL,HARD,How do you create custom stores with complex logic?
Svelte,Frontend,TECHNICAL,HARD,Explain the use operator and its use cases in Svelte.
Svelte,Frontend,TECHNICAL,HARD,How would you implement server-side rendering with SvelteKit?
Svelte,Frontend,TECHNICAL,HARD,What are the differences between SvelteKit and traditional Svelte?
Svelte,Frontend,TECHNICAL,HARD,How do you implement code splitting in SvelteKit?
Svelte,Frontend,TECHNICAL,HARD,What are the routing strategies in SvelteKit?
Svelte,Frontend,TECHNICAL,HARD,How do you handle complex state management in large Svelte apps?
Svelte,Frontend,TECHNICAL,HARD,What are the trade-offs of using Svelte vs other frameworks?
Svelte,Frontend,TECHNICAL,HARD,How would you implement lazy loading in Svelte?
Svelte,Frontend,TECHNICAL,HARD,Explain custom element compilation in Svelte.
Svelte,Frontend,TECHNICAL,HARD,How do you implement accessibility features in Svelte?
Svelte,Frontend,TECHNICAL,HARD,What are preprocessors in Svelte and how do you use them?
Svelte,Frontend,TECHNICAL,HARD,How would you build a design system with Svelte?
Svelte,Frontend,CODING,EASY,Create a simple Svelte component that displays Hello World.
Svelte,Frontend,CODING,EASY,Build a counter component with increment and decrement buttons.
Svelte,Frontend,CODING,EASY,Create a component with two-way binding for an input field.
Svelte,Frontend,CODING,EASY,Build a component that toggles visibility of text.
Svelte,Frontend,CODING,EASY,Create a component that renders a list using each block.
Svelte,Frontend,CODING,EASY,Build a button that changes color on click.
Svelte,Frontend,CODING,EASY,Create a component with conditional rendering.
Svelte,Frontend,CODING,EASY,Build a component that accepts and displays props.
Svelte,Frontend,CODING,EASY,Create a simple form with input binding.
Svelte,Frontend,CODING,EASY,Build a component that handles button click events.
Svelte,Frontend,CODING,MEDIUM,Build a todo list with add delete and toggle functionality.
Svelte,Frontend,CODING,MEDIUM,Create a form with validation using reactive declarations.
Svelte,Frontend,CODING,MEDIUM,Implement a search filter component for a list.
Svelte,Frontend,CODING,MEDIUM,Build a modal component with transitions.
Svelte,Frontend,CODING,MEDIUM,Create a custom writable store for managing state.
Svelte,Frontend,CODING,MEDIUM,Implement a tabs component with slot content.
Svelte,Frontend,CODING,MEDIUM,Build a dropdown select component.
Svelte,Frontend,CODING,MEDIUM,Create an accordion component with animations.
Svelte,Frontend,CODING,MEDIUM,Implement a pagination component.
Svelte,Frontend,CODING,MEDIUM,Build a component that fetches data from an API.
Svelte,Frontend,CODING,MEDIUM,Create a debounced search input.
Svelte,Frontend,CODING,MEDIUM,Implement a multi-step form with state management.
Svelte,Frontend,CODING,MEDIUM,Build a shopping cart using stores.
Svelte,Frontend,CODING,MEDIUM,Create a theme switcher with context API.
Svelte,Frontend,CODING,MEDIUM,Implement a custom action for click outside detection.
Svelte,Frontend,CODING,HARD,Build a drag and drop Kanban board.
Svelte,Frontend,CODING,HARD,Create a virtual scrolling component for large lists.
Svelte,Frontend,CODING,HARD,Implement a real-time chat application with Svelte.
Svelte,Frontend,CODING,HARD,Build a data table with sorting filtering and pagination.
Svelte,Frontend,CODING,HARD,Create a calendar component with event management.
Svelte,Frontend,CODING,HARD,Implement a file upload component with progress bar.
Svelte,Frontend,CODING,HARD,Build a form builder with dynamic field generation.
Svelte,Frontend,CODING,HARD,Create a nested comment system with animations.
Svelte,Frontend,CODING,HARD,Implement a complex state machine using stores.
Svelte,Frontend,CODING,HARD,Build a rich text editor component.
Svelte,Frontend,CODING,HARD,Create an image gallery with lazy loading and lightbox.
Svelte,Frontend,CODING,HARD,Implement a graph visualization component.
Svelte,Frontend,CODING,HARD,Build a real-time collaborative whiteboard.
Svelte,Frontend,CODING,HARD,Create a dashboard with draggable and resizable widgets.
Svelte,Frontend,CODING,HARD,Implement a code playground with syntax highlighting.
Svelte,Frontend,HR,EASY,Tell me about yourself and your experience with Svelte.
Svelte,Frontend,HR,EASY,Why did you choose to learn Svelte?
Svelte,Frontend,HR,EASY,What do you find most appealing about Svelte?
Svelte,Frontend,HR,EASY,How do you stay updated with Svelte developments?
Svelte,Frontend,HR,EASY,Describe a Svelte project you have worked on.
Svelte,Frontend,HR,EASY,What challenges have you faced with Svelte?
Svelte,Frontend,HR,EASY,How does Svelte compare to React in your experience?
Svelte,Frontend,HR,EASY,What tools do you use with Svelte development?
Svelte,Frontend,HR,EASY,How do you organize Svelte project structure?
Svelte,Frontend,HR,EASY,What motivates you to work with Svelte?
Svelte,Frontend,HR,MEDIUM,Describe a complex problem you solved using Svelte.
Svelte,Frontend,HR,MEDIUM,How do you handle state management in large Svelte apps?
Svelte,Frontend,HR,MEDIUM,Tell me about optimizing a Svelte application for performance.
Svelte,Frontend,HR,MEDIUM,How do you approach testing Svelte components?
Svelte,Frontend,HR,MEDIUM,Describe your experience with SvelteKit.
Svelte,Frontend,HR,MEDIUM,How do you ensure code quality in Svelte projects?
Svelte,Frontend,HR,MEDIUM,Tell me about a time you refactored Svelte code.
Svelte,Frontend,HR,MEDIUM,How do you handle animations and transitions in projects?
Svelte,Frontend,HR,MEDIUM,Describe building a component library with Svelte.
Svelte,Frontend,HR,MEDIUM,How do you approach accessibility in Svelte applications?
Svelte,Frontend,HR,MEDIUM,Tell me about integrating third-party libraries with Svelte.
Svelte,Frontend,HR,MEDIUM,How do you manage forms and validation in Svelte?
Svelte,Frontend,HR,MEDIUM,Describe your experience with Svelte stores.
Svelte,Frontend,HR,MEDIUM,How do you handle responsive design in Svelte?
Svelte,Frontend,HR,MEDIUM,Tell me about mentoring others on Svelte.
Svelte,Frontend,HR,HARD,Describe architecting a large-scale application with Svelte.
Svelte,Frontend,HR,HARD,How would you migrate a React application to Svelte?
Svelte,Frontend,HR,HARD,Tell me about implementing SSR with SvelteKit at scale.
Svelte,Frontend,HR,HARD,How do you establish Svelte best practices for a team?
Svelte,Frontend,HR,HARD,Describe handling complex data flows in Svelte applications.
Svelte,Frontend,HR,HARD,How would you build a micro-frontend architecture with Svelte?
Svelte,Frontend,HR,HARD,Tell me about creating a design system with Svelte.
Svelte,Frontend,HR,HARD,How do you balance bundle size with features in Svelte?
Svelte,Frontend,HR,HARD,Describe implementing advanced animations at scale.
Svelte,Frontend,HR,HARD,How would you lead a team adopting Svelte as their framework?
